Numero de Particulas,Tiempo
100,1.182621717453003
200,4.88184928894043
300,9.934311866760254
400,17.350481748580933
500,25.307868003845215
600,38.6625702381134
700,53.00523543357849
800,69.83727836608887
900,88.05108737945557
1000,110.31758189201355
1100,135.35382843017578
1200,170.712308883667
1300,181.07000017166138
1400,213.2086455821991
1500,281.6573715209961
